N,param,value,true_value
10,α,-0.02625165153084813,0.2887835233469382
10,α,0.09068065680048776,0.3196716353383924
10,α,-0.014879346875420696,0.5941015975429939
10,α,-0.39790727735673187,0.6533469847398271
10,α,0.0827672870962346,0.2956326897787237
10,α,0.2485411614228747,0.16803487453953625
10,α,-0.01743157965950881,0.5537188443303396
10,α,-0.030395265398666133,0.1424910230072484
10,α,-0.08372325107941803,0.4168928583769433
10,α,0.03879614639207024,0.17842252351133964
10,α,-0.10975015415601608,0.9100496252855682
10,α,0.2148681584505977,0.6316095676126426
10,α,-0.5493918613143545,0.7325880465042586
10,α,-0.17417138352085249,0.6933976958685301
10,α,-0.2778219469967925,0.8816676772272543
10,α,0.0172672008814988,0.3410741659115759
10,α,-0.08774843676621119,0.4472847955328288
10,α,0.010638881531440658,0.8423745404346443
10,α,0.04471588431127571,0.21750514658465941
10,α,-0.3508857221040437,0.6195472345441869
10,α,0.4793606741381121,0.28567583043737743
10,α,-0.12096116017153336,0.5971333471562038
10,α,-0.5011741530793505,0.5978187218820669
10,α,-0.2624063528280493,0.7240578430738126
10,α,0.11550457196130953,0.15864499659831632
10,α,0.024840082516046413,0.7415825151456109
10,α,0.4465394630980938,0.47046796700826266
10,α,0.43145270697636756,0.34193611081123104
10,α,0.24499911799496393,0.31365145616079654
10,α,0.15500531440824108,0.21291027533691378
10,α,-0.489632136631594,0.7173409962221942
10,α,0.08938433354203695,0.3631221182351937
10,α,-0.21363114932987026,0.8379394925713742
10,α,0.23637887680585284,0.330379924424648
10,α,-0.22191884158435046,0.4151197277801792
10,α,-0.30479453518861344,0.9203736450723454
10,α,0.07087884183481402,0.29132214473639456
10,α,-0.19903854468166782,0.8393197813563866
10,α,-0.013600406709733392,0.7524404004820494
10,α,0.21786002100266721,0.1013559082789649
10,α,0.013974878417402525,0.4989949330580632
10,α,-0.24809434036799682,0.6121554075998722
10,α,0.28040126318796066,0.48414813084700525
10,α,0.27268068567152415,0.37576276982525025
10,α,0.04140883942151513,0.22840159132717225
10,α,-0.05357249791820928,0.7710949584362112
10,α,0.06708237978216447,0.4753218933317638
10,α,-0.0835410884875093,0.7320905836481669
10,α,0.2927085527428099,0.4641329562796031
10,α,0.09745471568645114,0.13564422204240947
10,α,-0.352573439998844,0.6837274039076691
10,α,-0.23298953196733474,0.49279346404906893
10,α,-0.13952305851882058,0.35391676225683355
10,α,-0.5427442905818898,0.8226606513084904
10,α,-0.34175428723477574,0.9610424583212677
10,α,0.1596277174988744,0.5739229897837997
10,α,-0.10671708452897727,0.6035882885587778
10,α,0.32272436491888457,0.5835414440249678
10,α,-0.031013079161669288,0.30021077753558073
10,α,0.4086437785524677,0.5228740971270451
10,α,-0.42714407337359594,0.6610878689058568
10,α,0.680138426855711,0.21150391312499228
10,α,0.39784517895134863,0.19062783712330025
10,α,0.3174964840330588,0.346897027805322
10,α,0.3956144523151992,0.21329272669264643
10,α,-0.059579096808499044,0.3459202166557851
10,α,0.3609557228376088,0.20751324815349168
10,α,0.13094211411346057,0.4689961898725138
10,α,0.027757222441227247,0.7842906811125567
10,α,-0.1442439588151928,0.8630368934929371
10,α,0.38562782517740224,0.46160969046092637
10,α,0.11328971446797514,0.40113707389010705
10,α,0.06338871519051137,0.5100282705699688
10,α,-0.7740303892709318,0.851365071425392
10,α,-0.30651122456683766,0.6671904859545429
10,α,-0.277895759852649,0.7985759649038554
10,α,-0.14396435834616345,0.5214217728385397
10,α,-0.09038315716644452,0.6952835577409702
10,α,0.08555961172149062,0.44135240563011424
10,α,-0.0828135219667992,0.40868716124078064
10,α,-0.2653041056321329,0.609399380116693
10,α,-0.5829411167603724,0.7724011465730148
10,α,-0.15976912214123756,0.40188019389972407
10,α,0.6594781021028777,0.10858378468795014
10,α,-0.222425553485113,0.7030516257412653
10,α,0.14300321348218337,0.5147589010856712
10,α,-0.030725326834607047,0.5376608200298358
10,α,0.03108858129277403,0.7651113289635619
10,α,0.2783485365244259,0.3222385161914839
10,α,-0.05742262037510676,0.413975816793882
10,α,-0.360505457573671,0.6170054795329547
10,α,0.5593790105148511,0.17060333450144946
10,α,-0.15419267300734008,0.6432774987832998
10,α,0.15895750109722895,0.6224175513874401
10,α,-0.08381727050206178,0.6873368550185648
10,α,-0.11872322462134488,0.4190260884561799
10,α,-0.17299669007086693,0.7879897709023901
10,α,-0.11130612599143708,0.2574399461266078
10,α,0.30433456470918996,0.3531745994653568
10,α,0.03523905093939894,0.46005059624042427
25,α,0.09220486729517902,0.45155582612613393
25,α,0.48318391894701235,0.22873242611226569
25,α,0.07650479472174343,0.6659094996350003
25,α,0.05583964134784403,0.5764895880537777
25,α,0.3438979025968385,0.35462123186722894
25,α,0.3641100580307874,0.2884759163857143
25,α,0.06850392271961153,0.3527517589119488
25,α,-0.04404314717298577,0.1975795599328576
25,α,0.2212487899735569,0.4427452459613658
25,α,-0.24107953240753432,0.5898198355235272
25,α,0.4230129903690977,0.4623467755582189
25,α,0.3254104888704092,0.2872511452281134
25,α,-0.07904746949697938,0.457478592972097
25,α,-0.07503915062098057,0.307702858836017
25,α,-0.4678168231229494,0.5614382273899329
25,α,-0.0881140059614417,0.8413413173645636
25,α,-0.08077474886596026,0.6059907698985457
25,α,-0.18147745666059323,0.7198451973847323
25,α,0.0325258375310713,0.1621592163961988
25,α,-0.19832108656578518,0.8050856097262281
25,α,0.003541658350150745,0.31052551303161774
25,α,0.33983151739934603,0.5612466002731924
25,α,-0.2984961517729759,0.6923196405247344
25,α,0.1832127550895829,0.43628288833459195
25,α,0.13614756689254387,0.42695884134465906
25,α,-0.2791640320871786,0.42455068158755804
25,α,-0.263481342509323,0.8908893996382868
25,α,-0.18189598081507352,0.8815892512795783
25,α,0.21660524473589615,0.34185432361650414
25,α,0.07623228538175264,0.6764203223726799
25,α,0.10387719375261428,0.5673451498581432
25,α,0.22148758646629457,0.4409184663513354
25,α,0.27748670719359547,0.2998291599016466
25,α,-0.10881545717848418,0.4945925711248712
25,α,0.24099741226502247,0.4584998002698617
25,α,-0.06095490238988299,0.2843123465374642
25,α,0.2686240756462225,0.3088383453308181
25,α,-0.062134311277642906,0.43596957101803696
25,α,-0.2170335365586405,0.33042530317257446
25,α,0.08266580595885803,0.2983547819788934
25,α,-0.034867379665732945,0.20044429411475345
25,α,0.11856286497409624,0.13162291339123267
25,α,-0.41403256369557806,0.6843263688112636
25,α,-0.09163730610249088,0.7585721937343118
25,α,0.07161158524338551,0.3009193124893189
25,α,-0.1761822808182858,0.2976619579312258
25,α,0.23675077969240643,0.59147378971315
25,α,-0.023073694791647337,0.33315079498865535
25,α,-0.07959137592472315,0.5053164404487672
25,α,-0.17339249704301818,0.927205752686038
25,α,-0.4147832309941919,0.6809931507937093
25,α,0.09451182846798412,0.5714684489678402
25,α,0.057809097398800274,0.12154109684504075
25,α,0.047846838464258745,0.5336057741570496
25,α,0.0022906650411456397,0.23725762407188958
25,α,-0.27826132992938596,0.5760954337570156
25,α,0.3196700334271381,0.3806647667824577
25,α,0.05702846046135135,0.6988230718154682
25,α,0.16045326984123837,0.26845099954464274
25,α,-0.19531429932294941,0.580657498590149
25,α,-0.08814217360201437,0.6649292055243263
25,α,0.3402315480609158,0.3661829967975355
25,α,-0.3135981867985139,0.6855847218989906
25,α,0.31710547315389087,0.30416840194366773
25,α,-0.01093374515753115,0.4713322044638072
25,α,0.2864912507315575,0.426494638970138
25,α,-0.444861434545276,0.7294578648616784
25,α,0.04611296155983713,0.5305551524658844
25,α,-0.05327508325137015,0.39937023072900146
25,α,0.06194569612836753,0.281639098368143
25,α,0.7408134554963037,0.09115937769745938
25,α,0.2244088818648679,0.3021496783631092
25,α,-0.3326603181319222,0.5084117985406266
25,α,0.05639413229018142,0.627344631561724
25,α,0.2731029814573265,0.18644243599304516
25,α,-0.24951853438138805,0.7030732057862077
25,α,-0.02558781366798557,0.8827930318367917
25,α,-0.2514614070157808,0.4746151233924275
25,α,0.09519031429243291,0.26645270959115486
25,α,0.06930551430243215,0.3935925068637686
25,α,0.07650743921560327,0.4189046301689988
25,α,0.2901378995492493,0.30514616136534256
25,α,-0.10709460327530812,0.5983087533345468
25,α,-0.17287848649931406,0.3451526728478907
25,α,-0.09686907309755086,0.19077865805031927
25,α,-0.654054107365324,0.8366279117834117
25,α,-0.23401789702001063,0.7323947871421503
25,α,-0.2851144908709277,0.7048777234863776
25,α,-0.16333527905874398,0.33715369616728635
25,α,-0.038875471417272545,0.6872904210747791
25,α,-0.24598890755532093,0.5303042208888927
25,α,0.11599622860261977,0.3668400953940829
25,α,0.23506284719578485,0.39631115831909747
25,α,-0.07215033173004198,0.4042563815948819
25,α,0.3404712729287059,0.3158317835928735
25,α,-0.2055682603782144,0.8325424595985365
25,α,-0.053067998209990086,0.5028240693247249
25,α,-0.053570205149298555,0.6693995132642624
25,α,0.03869102851112205,0.6502183245062023
25,α,0.0335520614694893,0.9009512418635333
50,α,-0.3104922423595567,0.6475171932016247
50,α,-0.27305971176587795,0.42801805212798044
50,α,-0.16602859722476698,0.5826566826145059
50,α,-0.02322216621414197,0.4524907423423679
50,α,-0.30916316965433727,0.6179286970798397
50,α,0.01027881697920241,0.7375089480876876
50,α,0.24787213731185082,0.42600472793411287
50,α,0.213663826490475,0.5888915981608522
50,α,0.26453036606403574,0.21780163264994912
50,α,-0.1494577337387683,0.45151654589412205
50,α,-0.1926179578529227,0.3392007383968011
50,α,-0.4451159694535904,0.7754799386209172
50,α,0.028172733994829113,0.6248876389064709
50,α,0.4289731852521799,0.3405193969190023
50,α,-0.33087344738701674,0.6463461162569359
50,α,0.2865235419068619,0.5594885258048375
50,α,0.034921881248846515,0.08419059543634237
50,α,-0.015229068741274554,0.483604143872964
50,α,-0.011511860196962709,0.27268405582134536
50,α,-0.017574675009103258,0.20683563678433778
50,α,0.4094673515175151,0.5118266011921734
50,α,0.20162713292331258,0.5445612952063936
50,α,-0.27754633722661703,0.5636935865177632
50,α,-0.29100833617611677,0.4681169737100509
50,α,-0.30880172498865677,0.5514362219544388
50,α,-0.3550413388676861,0.5683523876175546
50,α,-0.2165035656305643,0.455023588460282
50,α,0.010758158513149985,0.8053552538521027
50,α,-0.13361962976302766,0.5520771896416187
50,α,-0.14858261920047822,0.6873322330138304
50,α,0.018424366340542397,0.31648532572179794
50,α,-0.03640474182579956,0.6867161292303868
50,α,0.2039667443552169,0.6702743918336188
50,α,-0.24982161300734138,0.39858394544357567
50,α,-0.1863637596927848,0.2951059687744137
50,α,0.17223487159857143,0.7618254510005126
50,α,-0.13218219216171184,0.46269058312018235
50,α,-0.22474992164451535,0.6066937084231018
50,α,-0.15688752637661374,0.759112950963028
50,α,0.13453862095933944,0.4743454198783902
50,α,0.13437630735325481,0.1786211069429999
50,α,-0.5076668866310401,0.7607802704344934
50,α,0.062495249761408855,0.5696427207770592
50,α,-0.09977046139056778,0.6218555487452151
50,α,-0.047915135866236636,0.6192604935535202
50,α,0.2137112637189139,0.5485405316920925
50,α,-0.11311923108773766,0.2856913833325307
50,α,-0.04091150801946225,0.3181949368640615
50,α,-0.007757842305536444,0.3743948093347774
50,α,-0.26150773489119106,0.7896778107918653
50,α,0.2866338346267341,0.5448364148891949
50,α,0.21032605444353492,0.6156786709093853
50,α,0.3206367285796835,0.23029722659747576
50,α,0.18593298477844672,0.3456041290707215
50,α,-0.40309194773184287,0.4990727142751042
50,α,-0.3146754746814438,0.7342168016984072
50,α,0.2019307038068764,0.6522267504255502
50,α,0.15753079781491808,0.3307716224553847
50,α,-0.18198967364454655,0.696720042803709
50,α,-0.02565115914623861,0.30545346423708
50,α,0.40557500516073036,0.19396767731432524
50,α,-0.3846432573657763,0.5788610267516667
50,α,-0.11631082360977052,0.45165587524502004
50,α,-0.05577345206888973,0.6637660499527043
50,α,-0.36937957317060816,0.5018313578047686
50,α,0.0665356305459276,0.5773096485162535
50,α,-0.0693706819618422,0.5046943481543806
50,α,0.01881513361019721,0.3490087625771868
50,α,-0.43019947934600705,0.7836704241253667
50,α,-0.144950604834898,0.3495643903042819
50,α,-0.5502526870903645,0.5734205068232446
50,α,0.19297383252408662,0.27813497256051456
50,α,-0.3365213488160185,0.7492542244014773
50,α,-0.383206562018184,0.6737126929440984
50,α,-0.09410119655453097,0.9159891572639569
50,α,0.09095228726886856,0.4559802915695054
50,α,-0.25320047449504735,0.7598825782506256
50,α,0.17512316288773755,0.6486288278912911
50,α,-0.007734975760679386,0.4742192952170733
50,α,-0.010965549460714374,0.7977261776105343
50,α,-0.28815755029228285,0.9000509159151789
50,α,0.05248969975890272,0.5112970164276329
50,α,0.2303978584269619,0.15137224219706583
50,α,0.10111213710838596,0.5369507760017315
50,α,-0.02332224050182835,0.47580031512928767
50,α,-0.13888620913035815,0.5574544735946121
50,α,0.1793029618319899,0.5529596334002783
50,α,-0.18846497884003358,0.4070077820539234
50,α,-0.14489933876868832,0.4861531460262669
50,α,-0.17810812578543622,0.7190779827513749
50,α,0.260251664391239,0.1493894394360723
50,α,-0.3068557865172746,0.68214109108837
50,α,0.01977644457586869,0.6543712549152487
50,α,-0.2823580212584405,0.3553547346636331
50,α,0.16857840110882805,0.3338367253047343
50,α,0.08597972837658863,0.5431013994296577
50,α,0.2730032645204753,0.5571918896701878
50,α,0.2729808782970418,0.05626024957833313
50,α,-0.11241706114553063,0.6511504924254105
50,α,0.15413870997027834,0.3993761719853324
75,α,-0.2394279163259641,0.5530919272269197
75,α,-0.5509188457423733,0.8417000794331708
75,α,-0.16341814826980217,0.5786622227624159
75,α,0.08452726046754588,0.384667518809259
75,α,-0.06538751337914572,0.5361951836733917
75,α,-0.02897216222071264,0.8826371264492988
75,α,-0.26371933353106913,0.8939851163830307
75,α,0.1455582802638588,0.37425405795463756
75,α,-0.1206931431331078,0.5329486241906778
75,α,0.04421435429599513,0.38580306577690365
75,α,-0.37382844832464607,0.6817911644965418
75,α,-0.4663677343522492,0.6706043278813489
75,α,0.040712772550714704,0.8025866786057245
75,α,-0.00913736067364243,0.24562463545155114
75,α,0.10909356791095193,0.5338709500746365
75,α,-0.0886761215308457,0.699285052003466
75,α,-0.029217421601536064,0.5489373201693823
75,α,0.2538132900501969,0.12560867762678543
75,α,-0.14872527298637594,0.5403352005012226
75,α,-0.156453826640772,0.4604392769829324
75,α,0.3647202553537163,0.21168346872262633
75,α,0.4098038662013804,0.38424891223550545
75,α,0.4143133009254216,0.1493671205043051
75,α,0.007702232633754413,0.4725524844886982
75,α,-0.17061585614731445,0.721855887024311
75,α,0.30312688888492734,0.46521321255043624
75,α,-0.10947255328232633,0.2058747193884792
75,α,-0.06168936159761329,0.43310802948218896
75,α,-0.03897164611750609,0.45876432413230905
75,α,-0.02707346074992445,0.7277490159859981
75,α,0.27421330454619797,0.3991158077305408
75,α,-0.011538886735099618,0.645367392478953
75,α,0.0786829059456251,0.8194688641768919
75,α,0.19667525707533096,0.6460467640498173
75,α,-0.10844649059591094,0.7262661060544122
75,α,0.541383609843874,0.20427447305141377
75,α,-0.22419317566500507,0.6767978306611573
75,α,0.7220257616046777,0.1490859460708847
75,α,0.2572735012949786,0.3571134456384868
75,α,0.10411883743933359,0.6671317626871524
75,α,-0.2634926345929137,0.5087953588187848
75,α,0.10564274311066651,0.45594265556114005
75,α,0.34125192382887476,0.10798105504864312
75,α,0.45598132913355666,0.3607790030907477
75,α,0.6238335224546936,0.13887153785710377
75,α,0.032711831763947374,0.36518288456009873
75,α,0.32450336602353086,0.3991141667345242
75,α,-0.36972486739255345,0.46750248727790694
75,α,0.15720885894865494,0.2702771690568623
75,α,-0.04470804026413189,0.7809959460912381
75,α,-0.08670811751959487,0.3352034464224408
75,α,0.08479955213947277,0.6808185146699126
75,α,0.11915930545013376,0.5665984254485447
75,α,-0.042841201930582606,0.7687459705186748
75,α,0.03997140224703183,0.47758856864012816
75,α,-0.137483420720236,0.5098209097577118
75,α,-0.3416685764942103,0.7500775701384466
75,α,0.12873103752101,0.574276962377696
75,α,-0.5549769410410554,0.7356789572972026
75,α,0.0882391691116064,0.2843880988546844
75,α,0.3262586887201674,0.2172372047886333
75,α,0.05094544207366336,0.6761628272081458
75,α,0.29051039303998427,0.3367110670593566
75,α,-0.3449528921461122,0.5793634442156064
75,α,-0.11380690619969208,0.5926579860876436
75,α,-0.2798636585812477,0.5855002650764592
75,α,0.38967754600511767,0.29923858904760164
75,α,-0.016179984688000082,0.45357088223330927
75,α,0.5654333741024928,0.047377836682897884
75,α,-0.04008425361690232,0.497467987685948
75,α,-0.14143897327388133,0.7716101198364032
75,α,0.018047625500180797,0.5051735840532023
75,α,-0.2584338453109278,0.6208829088052559
75,α,0.11328930005563026,0.1935954610207754
75,α,-0.045268199989344615,0.6940570990171625
75,α,0.11876020612547944,0.42835774051403785
75,α,0.07888139389964036,0.21899762631995887
75,α,0.142737771607101,0.1616713084272931
75,α,0.06051098795334919,0.4240595937355338
75,α,-0.2080519034428312,0.5774778640860819
75,α,0.4936223171615563,0.3782548312016473
75,α,-0.19239695623357073,0.5807131001418223
75,α,0.07309229708392512,0.22820359906539167
75,α,0.12975101286860213,0.5222327734319676
75,α,-0.48853010016666587,0.7537081275135843
75,α,0.0648787207894439,0.36339696685841694
75,α,0.6327475180152924,0.07921155354609517
75,α,0.039328517714597555,0.2528575712016944
75,α,-0.48352762420504297,0.7464879612872485
75,α,-0.10397706692283543,0.41915328174357297
75,α,0.05825361368657217,0.37415360081361854
75,α,-0.10516968589973297,0.8888066626205011
75,α,-0.11106343936326607,0.5733497915032584
75,α,-0.19451945413848565,0.5322042217343086
75,α,0.07200156171129424,0.2609301417323499
75,α,0.15292885915671423,0.3910306213780816
75,α,0.04026537445634121,0.3949932504072257
75,α,-0.17267210477713935,0.8244392031381065
75,α,0.08333307201535445,0.2621564171954524
75,α,-0.2528631710575755,0.7713767158155046
100,α,0.025190661731055053,0.3226117857621279
100,α,0.27527658148470496,0.39993444741778245
100,α,0.26033324761213283,0.6513758335131328
100,α,-0.21240303647384412,0.526750666909274
100,α,-0.31916789284455144,0.49209688571969257
100,α,-0.03034239330803057,0.18131700488761165
100,α,-0.1134608184481753,0.39388773674967525
100,α,-0.14776393757883227,0.27027436742236
100,α,0.08401021155179478,0.5821294244496434
100,α,-0.05993472259429722,0.41363138113594006
100,α,-0.44059659977759247,0.6443180290111814
100,α,0.03065849812743915,0.6012074449915491
100,α,0.08325804433024267,0.20997148942633018
100,α,-0.1985242646488714,0.4697953577742306
100,α,-0.17569184327366422,0.5793804309711746
100,α,0.4028083124749335,0.33584512888981805
100,α,0.02727078553424933,0.6462026375996004
100,α,-0.18328848312406548,0.6813618132305825
100,α,0.07640248637081942,0.4772803619142441
100,α,0.05431486129329638,0.433987475031254
100,α,-0.11292724097862591,0.33466633433384785
100,α,0.4611828113785763,0.32177438848259554
100,α,0.17267183625803872,0.3231306809337984
100,α,0.3548806943397717,0.1635075431269543
100,α,-0.06400762573963789,0.18156911710089968
100,α,0.04041833080835866,0.3172372022883227
100,α,0.07937835644272045,0.2684076167878427
100,α,-0.18798444100261974,0.5253541454393824
100,α,-0.035629928290522,0.19402441690411878
100,α,0.231876015045312,0.20701691574863954
100,α,-0.6353419982354966,0.8021812108671957
100,α,-0.034599135865926556,0.6348618842252814
100,α,0.33206226389923943,0.5447417360984559
100,α,-0.06121704275470463,0.6519035334183231
100,α,0.43720630415826495,0.38801775252545095
100,α,0.009234384090517911,0.6458084564504414
100,α,0.10465230981916956,0.426854805759656
100,α,0.048932052579374,0.11922634535186913
100,α,0.10566938166757056,0.5826532631708784
100,α,-0.016733923929932504,0.3279336594915165
100,α,0.15662644651831814,0.5775941637469872
100,α,-0.4542810352591319,0.5310033836505936
100,α,-0.4290218205626998,0.6525739891403056
100,α,-0.42921177914742187,0.7783249455629884
100,α,0.03388994517818514,0.19914686664572465
100,α,-0.12873128389106614,0.7898422327899565
100,α,-0.13951256826953942,0.31029000909106613
100,α,-0.34241434497191,0.5284261793359879
100,α,0.29765804696065973,0.4454106924354035
100,α,0.016371741651563854,0.11017795118022122
100,α,0.028044940442824573,0.6108819453741164
100,α,0.48790138636390856,0.15073538826075283
100,α,-0.32233909010207457,0.6092994668808724
100,α,0.26875848375556527,0.4370030558337759
100,α,0.3123511521202472,0.5129193643685255
100,α,-0.24065733267872963,0.45948207789251144
100,α,0.23968674852504745,0.5811999590165412
100,α,0.22860912197582522,0.2998963102124457
100,α,-0.04838270929663935,0.7210802981956438
100,α,0.046067666544681085,0.6754458206324001
100,α,0.4130873074447182,0.3621309822451366
100,α,-0.25937837827348786,0.8676347520818304
100,α,-0.1323974182330815,0.5267650936082292
100,α,-0.17860811226706164,0.8870729917384489
100,α,0.05904537449585401,0.7648863050693719
100,α,0.2730351757959809,0.2031545674398934
100,α,-0.025486033744205883,0.5794648710130613
100,α,-0.012379365093722394,0.8259701090234296
100,α,-0.036790325517928574,0.12248238157256422
100,α,-0.10547758549623801,0.15730743103268854
100,α,-0.186957570201851,0.7216010855150423
100,α,-0.09055364409164313,0.4432715921621447
100,α,-0.1266312661833569,0.5521245699438334
100,α,-0.46401859044402677,0.5918438665558714
100,α,0.3186788795732093,0.3486686638687947
100,α,0.010888642165528206,0.7114986469192872
100,α,0.21175324373171123,0.6346841247360006
100,α,0.30618068090923517,0.4939376770565849
100,α,-0.12707744173086977,0.5545478701845259
100,α,-0.28699347946617515,0.9758186134688706
100,α,0.17226373952869994,0.4073042906360064
100,α,0.0964678172993012,0.5193929361716834
100,α,-0.13588779659641448,0.546400485407649
100,α,0.030875217300690705,0.31022868233567474
100,α,-0.4666654420043981,0.9376652146315065
100,α,0.3150683928796274,0.46535582490540683
100,α,0.20443442139406776,0.44564102137599015
100,α,0.3243117177397587,0.3312527907050428
100,α,-0.27489205040810955,0.6750333843971186
100,α,-0.14449239243991924,0.438319366140769
100,α,-0.008544164099104912,0.28031797258228613
100,α,0.13662316968791433,0.11886778340063713
100,α,0.4284652195744843,0.469531926245447
100,α,0.013834044647156707,0.2045531132248649
100,α,0.5674963038096128,0.17971030731735405
100,α,-0.40799246883687645,0.6661976465964883
100,α,-0.07439000602444962,0.3819032386464745
100,α,-0.36870224490382036,0.7595928394433615
100,α,-0.06558939267788311,0.8034336631333222
100,α,0.0813966353517569,0.5351993165488793
150,α,0.028909014660984167,0.29597240176099493
